run_accession	accession	sample_accession	study_accession	collection_date	collection_date_submitted	country	first_created	instrument_platform	instrument_model	tax_id	strain	fastq_bytes	fastq_ftp	fastq_md5
ERR575788	SAMEA2078299	SAMEA2078299	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		126826760;135389798	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575788/ERR575788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575788/ERR575788_2.fastq.gz	020dbaaaff9640896b20f1ee24c166d4;e36d7b050f5537d73fc8e6d81b0306ca
ERR575789	SAMEA2080715	SAMEA2080715	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		104153545;113741889	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575789/ERR575789_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575789/ERR575789_2.fastq.gz	050dd3051ef8f6fbb26c608ea4fb2574;44491c416c180f72e2de0ee36ecda4c3
ERR575790	SAMEA2078242	SAMEA2078242	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		96033680;102811120	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575790/ERR575790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575790/ERR575790_2.fastq.gz	0d22ab39f1c33bab67deabdc310ca6d1;4ee9881f07b465cb6cc6ab2b6804d67e
ERR575791	SAMEA2078300	SAMEA2078300	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		102119622;112797472	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575791/ERR575791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575791/ERR575791_2.fastq.gz	54dcf6c98e3b27bb0e0217f2a0875d7c;ca6827acb720738665cfc9e291e7d426
ERR575792	SAMEA2080716	SAMEA2080716	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		79705628;88192563	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575792/ERR575792_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575792/ERR575792_2.fastq.gz	488732b942ae8ff6087e55b2aa9ace0a;561ab6c2601d201ebc004eefd7ce8dfe
ERR575793	SAMEA2146443	SAMEA2146443	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		101115055;110312796	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575793/ERR575793_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575793/ERR575793_2.fastq.gz	33ceb56183160c8f55b0e4ba4a6a6e62;b36d3ca58d85bfae8f423224dca696dc
ERR575794	SAMEA2152959	SAMEA2152959	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		81786361;91943044	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575794/ERR575794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575794/ERR575794_2.fastq.gz	934046c3774982715530d8733d5efe26;451c620c84acd28091dda4f4ae2eefe5
ERR575795	SAMEA2150344	SAMEA2150344	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		98358550;109377255	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575795/ERR575795_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575795/ERR575795_2.fastq.gz	ae35289237c6c3a971598cdbca41c0fc;8b595235a80e4a593e3c5e4e3b13b5fe
ERR575796	SAMEA1967289	SAMEA1967289	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		124877531;137863769	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575796/ERR575796_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575796/ERR575796_2.fastq.gz	49c200fc8f7d279cc45769d620aaed0f;898a8e39095a4cda308c29ebfa4a6fc8
ERR575797	SAMEA2148188	SAMEA2148188	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		101590071;112129659	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575797/ERR575797_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575797/ERR575797_2.fastq.gz	1c16c060cd6283592937784d4c373a82;f1448a0ff2c3d29fc62db9dd3619d54b
ERR575798	SAMEA2163132	SAMEA2163132	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		112768666;123812072	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575798/ERR575798_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575798/ERR575798_2.fastq.gz	9d096a89ed5e0b74755bcc64a1f600f7;63836c074ca7764653b8a16b5094d820
ERR575799	SAMEA2158442	SAMEA2158442	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		125414499;136081545	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575799/ERR575799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575799/ERR575799_2.fastq.gz	3f2062f12e223b9080d7d241eacac720;3866ea726e6ad19974f565ac5e184f28
ERR575800	SAMEA2158018	SAMEA2158018	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		98185495;109305973	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575800/ERR575800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575800/ERR575800_2.fastq.gz	141232e8eeec3c654aef128415a9f629;11684398006ded14698b055d248b10b4
ERR575801	SAMEA2147758	SAMEA2147758	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		118831639;130092864	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575801/ERR575801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575801/ERR575801_2.fastq.gz	4a5a4b894de897378fe58a4a4b58bc10;da022c77a202605c7358b73b4bea1681
ERR575802	SAMEA2152626	SAMEA2152626	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		60570671;67221410	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575802/ERR575802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575802/ERR575802_2.fastq.gz	17b1f918c0da687af8e033f29c9b446a;ca068d9b8fea211da3a3f28f09fda83e
ERR575803	SAMEA2150937	SAMEA2150937	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		69882288;77735468	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575803/ERR575803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575803/ERR575803_2.fastq.gz	6df0b81f28081f5d0e3612a7246dadb3;0ae6cd4040eb1e5473ac4f4d01d94982
ERR575804	SAMEA2143856	SAMEA2143856	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		72692037;86601099	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575804/ERR575804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575804/ERR575804_2.fastq.gz	2d22691732e68b8d29035c667536bd67;bb6e523ae9d0604884c2ac2a72122533
ERR575805	SAMEA2144328	SAMEA2144328	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		76025926;85566789	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575805/ERR575805_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575805/ERR575805_2.fastq.gz	77b4af7c8d0e854244e72d170d29b70f;9d2c900863761d1236f5f08769eee2a2
ERR575806	SAMEA2150934	SAMEA2150934	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		79184515;87892880	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575806/ERR575806_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575806/ERR575806_2.fastq.gz	e90ddd6fb305116a8bd4e7cf2894a5e3;667d173873b495efea548695fe7f4e80
ERR575807	SAMEA2157927	SAMEA2157927	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		71860200;78662479	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575807/ERR575807_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575807/ERR575807_2.fastq.gz	4e8c148c7cdbc2b9146da996e5d981b0;ad52ec8ac35840854a626351e3413542
ERR575808	SAMEA2148281	SAMEA2148281	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		62372619;69859474	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575808/ERR575808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575808/ERR575808_2.fastq.gz	2a494de4065d3626c7b76e56784103b5;f64b2857cdfb9c4c31ee3f773ee48b8e
ERR575809	SAMEA2161782	SAMEA2161782	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		72479887;81361962	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575809/ERR575809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575809/ERR575809_2.fastq.gz	c0c7de288ee074b1f4fa2d609c6dcb40;cf78124c5f91c45765c92f1b8e76795a
ERR575810	SAMEA2154664	SAMEA2154664	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		76878351;85816616	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575810/ERR575810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575810/ERR575810_2.fastq.gz	eac1c34b086fb9e063f393c872591361;ddeaf0ebf6388b970bf4466db1825a74
ERR575811	SAMEA2156529	SAMEA2156529	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		62546522;71460841	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575811/ERR575811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575811/ERR575811_2.fastq.gz	8f9e457d0020112013d6f602c9964be6;7bd3ac8da57765b7dd3a5ac6c22e930f
ERR575812	SAMEA2155328	SAMEA2155328	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		74338760;83561040	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575812/ERR575812_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575812/ERR575812_2.fastq.gz	69833750fff7afbf33cfdaa14248e888;0cd19bfacd0a7990bc1134386affd455
ERR575813	SAMEA2158964	SAMEA2158964	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		56245816;61843126	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575813/ERR575813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575813/ERR575813_2.fastq.gz	1d6b16ac371a72d8ea26cb9a5fa6c568;ff782bb9e3248d47908852daf6daa0ce
ERR575814	SAMEA2160092	SAMEA2160092	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		104068857;117081329	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575814/ERR575814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575814/ERR575814_2.fastq.gz	480630b995ce71cf20b922070e21acaa;8bb20b3002e5b36784e3fc248bc71c46
ERR575815	SAMEA2147754	SAMEA2147754	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		73832416;80657432	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575815/ERR575815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575815/ERR575815_2.fastq.gz	d5308be23dc23392d7892bb12c046c79;716623397aad83b2f741e77949f084dc
ERR575816	SAMEA2148669	SAMEA2148669	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		69735852;75687081	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575816/ERR575816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575816/ERR575816_2.fastq.gz	9f92c8a3d6080a2df7303c38db9f53e6;47d41bc5940d1dccf7a915ee6dddec4a
ERR575817	SAMEA2147430	SAMEA2147430	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		103412982;114709465	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575817/ERR575817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575817/ERR575817_2.fastq.gz	fd699d9d88cb2869bd13b596c9b81930;0b37b4d4000c74bc5d25c3c500b9ce73
ERR575818	SAMEA2162879	SAMEA2162879	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		148876235;163007334	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575818/ERR575818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575818/ERR575818_2.fastq.gz	970190bf0e28285630c4c4bf9a35426b;fb50c88006e22b58dc6d620059805fab
ERR575819	SAMEA2144020	SAMEA2144020	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		28719453;31608113	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575819/ERR575819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575819/ERR575819_2.fastq.gz	87e4646c6bc58a926ad11413c9710445;8bc2f0762ee08a240041912f2a8178e6
ERR575820	SAMEA2152594	SAMEA2152594	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		55698138;61004936	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575820/ERR575820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575820/ERR575820_2.fastq.gz	7a72762367de1a7faa56b8b0aae563fb;c773ef8b2a3869781a35a3e813a56c84
ERR575821	SAMEA2162614	SAMEA2162614	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		87710458;97547134	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575821/ERR575821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575821/ERR575821_2.fastq.gz	a8b7ba36cb27990073f575696c56cc2b;0646fcd2aafdaccee0bd4f6f8a91073e
ERR575822	SAMEA2154550	SAMEA2154550	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		95173227;103545035	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575822/ERR575822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575822/ERR575822_2.fastq.gz	abc304d690c24f02ff1b356edaa671b0;a88aa140b7fe2a935e31db11c8753e30
ERR575823	SAMEA2148388	SAMEA2148388	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		48591261;53332294	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575823/ERR575823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575823/ERR575823_2.fastq.gz	22eec7739ccd2c7ef4db29b22296bea1;02b8363a117795fc856bfd32a032f41a
ERR575824	SAMEA2148282	SAMEA2148282	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		48405509;55420645	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575824/ERR575824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575824/ERR575824_2.fastq.gz	7c1807f35dd8192897633c9c6d9a11ef;b08d620deeead168db2923988bc376ff
ERR575825	SAMEA2168350	SAMEA2168350	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		135196070;145452510	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575825/ERR575825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575825/ERR575825_2.fastq.gz	4782ae2edd13c04defb6f17d41986c23;3f1293035edf2cce2650118702276116
ERR575826	SAMEA2168351	SAMEA2168351	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		107550672;118491487	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575826/ERR575826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575826/ERR575826_2.fastq.gz	221f9765769c95b66d69fa62eaaf8d7b;14bddc0679ac2c27c0c749a0239b9c31
ERR575827	SAMEA2168352	SAMEA2168352	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		121037607;132785889	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575827/ERR575827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575827/ERR575827_2.fastq.gz	24b97791cce5248ef20ad9d1fe9774e5;38901f747a141be4d019d5d56f024925
ERR575828	SAMEA2168353	SAMEA2168353	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		107801032;118532414	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575828/ERR575828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575828/ERR575828_2.fastq.gz	1cb1f4bdb8528aac52af1255efbdb386;5452bf9e2c21e32cb4853d3d3bcb65d1
ERR575829	SAMEA2168354	SAMEA2168354	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		141065508;153008369	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575829/ERR575829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575829/ERR575829_2.fastq.gz	6e391bdd84491aed02f13072ccf887b1;f3704542f869bcad927ee01deeba1f7e
ERR575830	SAMEA2168355	SAMEA2168355	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		123058397;134951367	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575830/ERR575830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575830/ERR575830_2.fastq.gz	5be23b7e348b5d1f266736461039d802;80d55a3f5365e88faf710288a18ec57b
ERR575831	SAMEA2168356	SAMEA2168356	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		103319408;116869497	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575831/ERR575831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575831/ERR575831_2.fastq.gz	f2d308de61940e90048ad5fd8d3d9110;2ad5f68209d59b1e78f3e72460ecd139
ERR575832	SAMEA2168357	SAMEA2168357	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		141899918;154074458	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575832/ERR575832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575832/ERR575832_2.fastq.gz	bc24bd6436c8af5118ca69ad86db8803;1133f6a5100a3ef9d6c7f5ff99affc49
ERR575833	SAMEA2168358	SAMEA2168358	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		98550932;109365271	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575833/ERR575833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575833/ERR575833_2.fastq.gz	5c4bbaf008d1cd521be07c4c418a376c;3aa9e81eba22c905edd372bd9f759dd4
ERR575834	SAMEA2168359	SAMEA2168359	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		133764987;148841795	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575834/ERR575834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575834/ERR575834_2.fastq.gz	67923dfc404459d8cad2820dd2fa15c7;a00d671d6cfa9cb03cfd1117a4cb8391
ERR575835	SAMEA2168360	SAMEA2168360	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		139435528;160281196	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575835/ERR575835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575835/ERR575835_2.fastq.gz	71e77334dc3ed7c9af283765738cf5da;04eeedd6d4ce2582a855511ba0a49894
ERR575836	SAMEA2168361	SAMEA2168361	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		175916496;191398553	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575836/ERR575836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575836/ERR575836_2.fastq.gz	d8960b9d2ecaa8300abb48302996bf98;a1240863ec92126bc3b05617b6b576ca
ERR575837	SAMEA2168362	SAMEA2168362	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		168757135;185860540	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575837/ERR575837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575837/ERR575837_2.fastq.gz	1cad4fdcfe6daa4fdae15723f32044e1;96f0e9f25f5b0869ba3eed0532279596
ERR575838	SAMEA2168363	SAMEA2168363	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		124380296;135831027	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575838/ERR575838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575838/ERR575838_2.fastq.gz	34148640725859a87f4627a63122ee76;7b4042cb7749a41393b17d6783dbe342
ERR575839	SAMEA2168364	SAMEA2168364	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		147004310;161179985	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575839/ERR575839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575839/ERR575839_2.fastq.gz	f6b6ef42b81cc45674b73920a44bd5f0;ee46f443f9813a8aca0e8c647e71cb67
ERR575840	SAMEA2168365	SAMEA2168365	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		168048472;183644435	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575840/ERR575840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575840/ERR575840_2.fastq.gz	22f1eca272e7c07792de87afb8819557;9152e8d8775dd6a6d0021c72029fdbb2
ERR575841	SAMEA2200537	SAMEA2200537	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		141006825;157594584	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575841/ERR575841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575841/ERR575841_2.fastq.gz	887639a862e2875973173df3e7c53a40;9c3bd0c4c5c138f5b5e14c0429a989b2
ERR575842	SAMEA2200538	SAMEA2200538	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		150973183;168421320	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575842/ERR575842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575842/ERR575842_2.fastq.gz	6bc891401ec6dd5b48c106889b52b8aa;93b6e286582a6940d253a66ea40635e1
ERR575843	SAMEA2200539	SAMEA2200539	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		133945994;149974581	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575843/ERR575843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575843/ERR575843_2.fastq.gz	56aead5c4ae3f02cde07f51a1f49a87e;b0fc05d431fb3f1b591fee03b268a857
ERR575844	SAMEA2200540	SAMEA2200540	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		134897888;152221995	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575844/ERR575844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575844/ERR575844_2.fastq.gz	92460e0fcaba6480538fcf99cc0f628a;da6d2b4279fea2e74b8467f8b2196518
ERR575845	SAMEA2200549	SAMEA2200549	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		211658265;237200755	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575845/ERR575845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575845/ERR575845_2.fastq.gz	238873cf3cdcfcb195b848a848669d0e;49875a2365b541f98271b4433979cb6b
ERR575846	SAMEA2200541	SAMEA2200541	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		91052008;101180383	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575846/ERR575846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575846/ERR575846_2.fastq.gz	7f71e97bddfdef15522ceb79b4f28ab3;77dfee306137014960b2c6616d36824d
ERR575847	SAMEA2200543	SAMEA2200543	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		162611066;179792168	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575847/ERR575847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575847/ERR575847_2.fastq.gz	ea7e0b818567b04309537fe5761e45b5;a6907203e19a6de1e4095949d7fd44ce
ERR575848	SAMEA2200544	SAMEA2200544	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		119450874;131553862	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575848/ERR575848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575848/ERR575848_2.fastq.gz	7735d6c3a2f6da90b7d9ae20dbed6c54;f83b9e6e47f5d6baef8c866608aae6ca
ERR575849	SAMEA2200545	SAMEA2200545	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		100920184;110456042	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575849/ERR575849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575849/ERR575849_2.fastq.gz	826d92a417ae8156f4febfe875f0e895;35c38f50f2b17795f92732055c13a6cd
ERR575850	SAMEA2200546	SAMEA2200546	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		102522152;111883296	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575850/ERR575850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575850/ERR575850_2.fastq.gz	19ca2d7223071b39bcbdedec14322051;fb4f7bd6e27d7ae0f03516d27250610d
ERR575851	SAMEA2200547	SAMEA2200547	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		103094321;115217952	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575851/ERR575851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575851/ERR575851_2.fastq.gz	68d3980cac700dae75bb49b3310871e9;1fe43f6cefb7f027eb05b34000fd002e
ERR575852	SAMEA2200548	SAMEA2200548	PRJEB2916				2014-08-08	ILLUMINA	Illumina MiSeq	694002		87943493;97386173	ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575852/ERR575852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR575/ERR575852/ERR575852_2.fastq.gz	4d0be18da795a7eacbb156b18a08f74e;b00988ac01b9c207f502aef23b29f0a1
